uid,total_contributions,p_creation,p_modification,p_delete,p_is_used,p_is_edited,p_is_deleted,nbWeeks,focalisation,lonMin,latMin,lonMax,latMax,area_mean_chgst,area_stuhr_bbox
393959,4,0.0,1.0,0.0,0.0392156862745098,1.0,1.0,1,1.0,8.6830582,53.0336505,8.6877573,53.0355404,135419.52562574577,4.137817205930928E8
425191,1,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0,8.7370261,53.0469642,8.737355,53.0472641,2119.33905106386,4.137817205930928E8
76002,4,0.0,0.5,0.5,0.004901960784313725,0.75,1.0,1,0.15988824362033896,8.792788100000001,53.02428940000001,8.969278733333335,53.05729793333333,2.7206953309555758E7,4.137817205930928E8
85218,2,0.0,1.0,0.0,0.0,0.5,1.0,2,0.0,-0.6401216999999999,9.869064400000003,63.639731600000005,54.07168075,1.5712512011647416E13,4.137817205930928E8
152289,1,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0,8.781281,53.0498218,8.7836749,53.0515197,80289.27318992392,4.137817205930928E8
429794,18,0.1111111111111111,0.8333333333333334,0.05555555555555555,0.12254901960784313,0.7222222222222222,1.0,4,1.0,8.670544940000001,53.01815498,8.692728220000001,53.02974962,4510052.449420828,4.137817205930928E8
229,10,1.0,0.0,0.0,0.0,0.6,1.0,1,5.290326013178976E-5,3.3042997,47.25875855,25.5739126,67.0220604,7.821478668087789E12,4.137817205930928E8
604910,1,0.0,0.0,1.0,0.0,1.0,1.0,1,0.8598601642151958,8.80186,53.0526375,8.817974,53.0678532,5319145.593411613,4.137817205930928E8
661218,5,0.8,0.0,0.2,0.0,0.8,1.0,1,0.9833858219567648,8.6473868,53.0079493,8.7940745,53.045706,5.5931809929463424E7,4.137817205930928E8
23785,1,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,-11.7227007,35.3055293,26.5211801,55.3886778,1.0652646125246963E13,4.137817205930928E8
8426,183,0.8633879781420765,0.12568306010928962,0.01092896174863388,0.0392156862745098,0.9180327868852459,0.9562841530054644,3,0.6785680553748737,8.791685516666666,53.04949511666667,8.824647516666667,53.07211001666667,1.454019563785623E7,4.137817205930928E8
1260280,7,0.0,1.0,0.0,0.004901960784313725,1.0,0.8571428571428572,1,0.10029612808325417,8.655893,53.0294987,8.8887071,53.1715448,6.18069159002986E8,4.137817205930928E8
212207,1,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,8.6411008,48.6999531,9.7025233,53.034782,1.480626566021982E11,4.137817205930928E8
431336,589,0.025466893039049237,0.933786078098472,0.04074702886247878,0.014705882352941176,1.0,1.0,1,1.0,8.733174169230772,53.03990387692306,8.7352963,53.04153002307692,70102.83089291355,4.137817205930928E8
638183,12,0.0,1.0,0.0,0.0,0.8333333333333334,1.0,1,0.004021482198984557,7.122981666666665,52.341855166666654,11.115274900000001,54.03103436666667,1.0289283903769974E11,4.137817205930928E8
5359,3,0.0,1.0,0.0,0.0,0.33333333333333337,1.0,2,1.0,8.756225149999999,53.0446226,8.75642495,53.044738949999996,426.02211605171834,4.137817205930928E8
4669621,3,0.0,1.0,0.0,0.0,1.0,1.0,1,0.002288287170005026,7.7226044,51.60615315,11.1920212,54.245263800000004,1.808259583923568E11,4.137817205930928E8
166129,1,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,-179.60351,-58.9406468,180.0,71.1484785,0.0,4.137817205930928E8
35574,383,0.35509138381201044,0.597911227154047,0.04699738903394256,0.10294117647058823,0.9242819843342036,0.9973890339425587,7,0.8047632857196737,8.686100457142857,52.99377737142857,8.813959171428571,53.082715721428556,2.2323087655742565E8,4.137817205930928E8
85242,8,0.75,0.25,0.0,0.014705882352941176,0.625,1.0,1,0.8436746273766762,8.7900356,53.0487514,8.7991444,53.0702791,5591954.816933124,4.137817205930928E8
114430,311,0.2958199356913183,0.4919614147909968,0.21221864951768488,0.28431372549019607,0.9614147909967845,0.9839228295819936,10,0.13867000332189394,8.589712700000002,52.78554465,8.958252570000003,53.055647009999994,1.9831498499168653E9,4.137817205930928E8
134914,4,0.0,0.0,1.0,0.0,1.0,1.0,1,0.0014008252289601506,6.179802,51.0736551,11.5452444,54.1510074,2.953842578208332E11,4.137817205930928E8
4562245,7,0.0,0.7142857142857143,0.2857142857142857,0.00980392156862745,0.8571428571428572,1.0,1,0.8173532686627712,8.8160952,53.0398306,8.819796925,53.04305925,252749.96707334428,4.137817205930928E8
322818,1,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,8.8001846,53.0507127,8.8123887,53.0588611,1920120.5670427524,4.137817205930928E8
147211,151,0.5496688741721855,0.2847682119205298,0.16556291390728478,0.12745098039215685,0.880794701986755,0.9735099337748344,4,1.0,8.784025100000001,53.0484995375,8.795261812500001,53.056398550000004,1747363.4055959992,4.137817205930928E8
364815,3,0.0,1.0,0.0,0.0,0.6666666666666667,1.0,1,0.0,7.0129953,48.6813757,14.1798885,53.4257587,5.834423941663853E11,4.137817205930928E8
