"source";"target";"weight"
"338722";"149562";"9.0"
"2909744";"2867310";"69.0"
"3573327";"3569360";"9.0"
"1240960";"2866455";"66.0"
"2998482";"748402";"3.0"
"2998482";"1486007";"19.0"
"1414923";"1486007";"5.0"
"1239277";"1486007";"6.0"
"2119174";"2866806";"4.0"
"91601";"339516";"1.0"
"338722";"348237";"36.0"
"91601";"2326344";"1.0"
"2862562";"2326344";"1.0"
"1290410";"2279173";"2.0"
"4164763";"239657";"1.0"
"751096";"2227340";"6.0"
"1284140";"2227340";"7.0"
"1240960";"2843352";"124.0"
"383311";"1041755";"4.0"
"2876623";"1567793";"32.0"
"781165";"1876483";"2.0"
"149562";"2767658";"2.0"
"2909744";"1238306";"209.0"
"2909744";"57763";"2.0"
"2909744";"2878777";"15.0"
"239657";"1238306";"140.0"
"781165";"2326344";"1.0"
"91601";"1238306";"8.0"
"2377488";"2878055";"30.0"
"172172";"2867310";"25.0"
"1700207";"2279179";"3.0"
"74857";"1417";"1.0"
"2767658";"2227340";"11.0"
"2748306";"4222";"4.0"
"2998482";"2248393";"4.0"
"516518";"4222";"4.0"
"198696";"2866455";"4.0"
"1240960";"283148";"27.0"
"2884208";"1414923";"5.0"
"4803623";"2859800";"4.0"
"338722";"2323676";"2.0"
"574565";"172172";"1.0"
"2175759";"92055";"7.0"
"455687";"2323676";"21.0"
"1240960";"2323676";"19.0"
"338722";"1240960";"1.0"
"751096";"2248393";"1.0"
"2998482";"2909744";"15.0"
"2377488";"2877999";"6.0"
"4803636";"2885099";"9.0"
"338722";"2328739";"6.0"
"172172";"2876927";"5.0"
"2377488";"1290410";"1.0"
"574565";"2865789";"17.0"
"359244";"338722";"5.0"
"130583";"680178";"1.0"
"2867310";"500683";"5.0"
"3573327";"57763";"8.0"
"1414923";"2114591";"5.0"
"359244";"149562";"2.0"
"781165";"1967165";"1.0"
"2879219";"2878596";"4.0"
"826176";"2057160";"4.0"
"1240960";"2303631";"26.0"
"2748306";"2875262";"11.0"
"2998482";"383311";"5.0"
"212222";"2859836";"5.0"
"149562";"128297";"1.0"
"2893018";"2323676";"4.0"
"1240960";"2876829";"5.0"
"2909744";"2879926";"1.0"
"130583";"926962";"1.0"
"25107";"145342";"1.0"
"91601";"3216089";"1.0"
"2877833";"3216089";"5.0"
"2238936";"3643292";"1.0"
"57763";"2867310";"6.0"
"2324381";"1436325";"5.0"
"2867181";"1806975";"1.0"
"2882422";"1806975";"5.0"
"2909171";"2246937";"12.0"
"2998482";"2273583";"1.0"
"781165";"1868001";"9.0"
"2698148";"1806975";"7.0"
"2246937";"1806975";"8.0"
"953112";"1414923";"1.0"
"2098268";"2867181";"5.0"
"211273";"781165";"5.0"
"2880451";"2862363";"1.0"
"2512411";"2878023";"5.0"
"4803595";"2859800";"5.0"
"1829794";"2859497";"13.0"
"1068331";"751096";"1.0"
"1700207";"2321125";"3.0"
"574565";"2899184";"1.0"
"2885554";"455687";"20.0"
"2998482";"2323676";"14.0"
"826176";"2323676";"2.0"
"826176";"2328734";"1.0"
"2998482";"2328734";"2.0"
"1486007";"1794989";"6.0"
"2862363";"1794989";"1.0"
"1225423";"455687";"22.0"
"172172";"2909028";"5.0"
"2511817";"338722";"1.0"
"2891979";"1758321";"29.0"
"1240960";"2859021";"1.0"
"2629426";"2861953";"1.0"
"2787436";"338722";"34.0"
"2909416";"338722";"2.0"
"4803595";"2748306";"2.0"
"2909744";"2859670";"10.0"
"91601";"2887205";"1.0"
"2797113";"338722";"1.0"
"2998482";"2909171";"6.0"
"2909171";"217578";"5.0"
"1159";"338722";"2.0"
"2883746";"1238306";"5.0"
"4350861";"2877992";"10.0"
"4803595";"4223276";"1.0"
"2998482";"2323699";"6.0"
"826176";"2323699";"2.0"
"237056";"2285664";"6.0"
"1225423";"2882384";"1.0"
"2998482";"2359952";"17.0"
"2238787";"2859163";"8.0"
"4803623";"2219449";"1.0"
"1258462";"2323699";"1.0"
"2998482";"2273594";"1.0"
"1290410";"2323676";"2.0"
"338722";"973484";"6.0"
"2175759";"1283544";"7.0"
"1885011";"1044059";"3.0"
"172172";"2285664";"8.0"
"4326573";"359244";"1.0"
"2748306";"2477627";"34.0"
"338722";"2885944";"25.0"
"1700207";"2321129";"5.0"
"2998482";"1700207";"10.0"
"2536968";"217578";"1.0"
"574565";"2321129";"7.0"
"826176";"359244";"6.0"
"172172";"2885944";"26.0"
"1240960";"2887205";"5.0"
"4803639";"2866022";"1.0"
"524942";"2862562";"9.0"
"2767658";"237056";"7.0"
"2689629";"2690135";"6.0"
"516946";"2843352";"5.0"
"2257410";"2843352";"5.0"
"2998482";"2885944";"17.0"
"3415798";"2439277";"1.0"
"348237";"1860075";"1.0"
"2875365";"139967";"6.0"
"482045";"2897784";"4.0"
"226627";"2897784";"6.0"
"91601";"2897784";"38.0"
"2328713";"781165";"4.0"
"2175759";"64689";"1.0"
"3642846";"4803639";"1.0"
"3569360";"3573327";"1.0"
"2884961";"338722";"4.0"
"2909744";"751075";"6.0"
"172172";"1910253";"1.0"
"2998482";"2981008";"2.0"
"224551";"2328709";"1.0"
"2998482";"2323686";"10.0"
